Column,ID_PER,CVE_ENT,NOM_ENT,CEN_INT,NOM_INT,COD_RES,SEXO,FUERO,P2_1,P2_2,P2_3_01,P2_3_02,P2_3_03,P2_3_04,P2_3_05,P2_3_06,P2_3_07,P2_3_08,P2_3_09,P2_3_10,P2_3_98,P2_3_99,P2_4,P2_5,P2_6,P2_7_1,P2_8A_1,P2_8M_1,P2_9_1,P2_7_2,P2_8A_2,P2_8M_2,P2_9_2,P2_7_3,P2_8A_3,P2_8M_3,P2_9_3,P2_7_4,P2_8A_4,P2_8M_4,P2_9_4,P2_7_5,P2_8A_5,P2_8M_5,P2_9_5,P2_7_6,P2_8A_6,P2_8M_6,P2_9_6,P2_7_7,P2_8A_7,P2_8M_7,P2_9_7,P2_7_8,P2_8A_8,P2_8M_8,P2_9_8,P2_7_9,P2_8A_9,P2_8M_9,P2_9_9,P2_7_10,P2_8A_10,P2_8M_10,P2_9_10,P2_10_E,R2_10_CVE,R2_10_X,P2_11,P2_12,P2_13,P2_14_1,P2_14_2,P2_14_3,P2_14_4,P2_14_5,P2_14_6,P2_14_7,P2_14_8,P2_14_9,P2_15,P3_1,P3_2,P3_2A_01,P3_2A_02,P3_2A_03,P3_2A_04,P3_2A_05,P3_2A_06,P3_2A_07,P3_2A_08,P3_2A_98,P3_2A_99,P3_3,P3_4,P3_5_D,P3_5_M,P3_5_A,P3_6,P3_7,P3_8_D,P3_8_M,P3_8_A,P3_9,P3_10,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_13_01,P3_13_02,P3_13_03,P3_13_04,P3_13_05,P3_13_06,P3_13_07,P3_13_08,P3_13_09,P3_13_10,P3_13_11,P3_13_12,P3_14_1,P3_14_2,P3_14_3,P3_14_4,P3_14_5,P3_14_6,P3_15_1,P3_15_2,P3_15_3,P3_15_4,P3_15_5,P3_15_6,P3_15_7,P3_15_8,P3_15_9,P3_16,P3_17_01,P3_17_02,P3_17_03,P3_17_04,P3_17_05,P3_17_06,P3_17_07,P3_17_08,P3_17_09,P3_17_10,P3_17_11,P3_18_01,P3_18_02,P3_18_03,P3_18_04,P3_18_05,P3_18_06,P3_18_07,P3_18_08,P3_18_09,P3_18_10,P3_18_11,P3_18_12,P3_18_13,P3_18_14,P3_18_15,P3_19,P3_20,P3_21_1,P3_21_2,P3_22_1,P3_22_2,P3_22_3,P3_22_4,P3_22_5,P3_22_8,P3_22_9,P3_23,P3_24,P3_25,P3_26,EST_DIS,FAC_PER,FPC
35119,1873.7676,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,03,00,2,2,NA,NA,NA,2,NA,NA,NA,REPARTIDOR,9722,09,1,NA,NA,1,2,1,2,1,1,1,1,1,6,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,009,24,11,2012,04,009,24,11,2012,1,5,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,03,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2352.1,1.7405940594059406,0.5751708428246014
35124,1873.9347,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,1,0,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,05,00,2,2,NA,NA,NA,HERRERO Y MESERO,7221,07,1,NA,NA,1,1,1,2,1,1,1,1,1,3,4,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,07,07,2017,27,004,01,04,2017,5,5,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
35153,1875.3197,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,07,00,2,2,NA,NA,NA,GUARDIA DE SEGURIDAD,5313,05,1,NA,NA,1,2,1,2,2,1,1,1,1,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,005,23,08,2019,27,005,98,01,2016,6,3,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,02,08,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0176.1,3.8571428571428568,0.28823529411764703
35188,1877.1440,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,1,0,0,0,0,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,02,00,2,2,NA,NA,NA,TAXISTA,8342,08,1,NA,NA,1,1,1,1,1,2,2,2,2,4,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,002,27,06,2018,05,002,27,06,2018,1,2,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0322.1,3.4956140350877192,0.33091436865021773
35190,1877.1829,27,Tabasco,NA,NA,01,1,2,27,01,0,0,1,1,0,0,0,1,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CAMPESINO,6119,06,1,NA,NA,1,2,2,2,2,1,2,1,1,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,006,08,02,1996,27,006,08,02,1996,1,5,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0176.1,3.8571428571428568,0.28823529411764703
35212,1878.3852,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,0,1,0,1,0,0,0,0,0,0,0,1,01,1,1,00,03,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADO DE UN DIPUTADO,9999,99,NA,NA,99,1,2,1,1,1,1,1,2,1,3,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,002,20,04,2016,27,002,20,04,2016,1,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,04,06,1,1,1,0,0,0,0,0,0,2,NA,1,4,0573.1,2.9999999999999996,0.38732394366197181
35214,1878.4267,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,02,03,2,2,NA,NA,NA,ELABORACION Y VENTA DE PAN,7513,07,1,NA,NA,1,2,1,2,1,1,1,1,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,18,08,2017,27,004,18,08,2017,2,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01,08,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0573.1,2.9999999999999996,0.38732394366197181
35216,1878.4987,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,PINTOR DE CASAS,7135,07,1,NA,NA,1,2,1,1,2,2,2,2,2,2,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,017,01,02,2021,05,017,98,98,2020,5,3,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,1,2,2,1,1,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,05,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2226.1,4.8888888888888893,0.1924198250728863
35220,1878.6721,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,0,0,0,1,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,00,02,2,2,NA,NA,NA,EMPLEADO DE FABRICA,9999,99,NA,NA,99,1,2,1,1,2,1,3,1,1,3,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,98,04,2018,05,035,14,04,2018,2,5,3,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2226.1,4.8888888888888893,0.1924198250728863
35231,1879.2975,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,0,1,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,VIGILANTE DE SEGURIDAD PRIVADA,5313,05,1,NA,NA,1,2,1,1,2,1,1,1,2,2,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,13,09,2005,27,004,12,09,2005,3,4,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,NA,1,2,2,1,2,1,1,2,2,NA,NA,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,10,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0573.1,2.9999999999999996,0.38732394366197181
35233,1879.4156,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CARNICERO,7511,07,1,NA,NA,1,2,1,1,2,2,1,2,2,1,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,004,20,12,2010,04,004,14,11,2010,5,5,1,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,03,06,1,2,0,0,0,0,0,1,0,2,NA,1,3,2352.1,1.7405940594059406,0.5751708428246014
35247,1880.4096,23,Quintana Roo,NA,NA,01,1,2,23,03,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHOFER DE TAXI,8342,08,1,NA,NA,1,1,1,1,1,1,3,1,1,2,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,004,29,08,2020,23,004,98,07,2020,4,3,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,09,1,2,1,0,0,0,0,0,0,2,NA,1,4,0191.1,2.7964824120603016,0.3537777777777778
35273,1881.4784,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL DE LOZAS,9221,09,1,NA,NA,1,1,1,1,1,1,1,1,1,2,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,13,11,2018,05,035,06,11,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2226.1,4.8888888888888893,0.1924198250728863
35290,1882.1813,05,Coahuila de Zaragoza,NA,NA,01,2,2,05,01,0,1,0,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMEDOR INDUSTRIAL,5111,05,1,NA,NA,1,2,1,1,2,1,2,2,2,4,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,07,11,2020,05,025,07,11,2020,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,1,2,2,2,NA,2,1,2,2,2,2,1,2,2,NA,NA,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2534.2,1.01,1
35295,1882.5176,27,Tabasco,NA,NA,01,1,2,07,01,0,0,0,0,0,0,1,1,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CAMPESINO,6119,06,1,NA,NA,1,2,2,1,2,2,1,2,2,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,007,19,12,2003,27,001,98,98,2001,6,3,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,2,2,2,2,NA,NA,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,01,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3138.1,3.7083333333333335,0.28915662650602408
35296,1882.5258,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHOFER,8349,08,1,NA,NA,1,2,1,2,1,1,1,1,1,4,4,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,012,05,05,2018,27,012,01,04,2018,4,3,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,1,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,05,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0176.1,3.8571428571428568,0.28823529411764703
35300,1882.8589,18,Nayarit,38,CEFERESO 4 NOROESTE,01,1,1,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,03,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE,4111,04,1,NA,NA,1,2,1,2,1,1,3,1,1,4,4,09,0,0,1,1,0,0,0,0,0,0,27,002,26,07,2015,27,002,98,98,9998,8,5,1,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,01,06,1,1,1,0,0,0,0,0,0,2,NA,1,5,1211.1,1.626005361930295,0.5987158908507223
35312,1883.2790,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,12,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,FABRICA,9999,99,NA,NA,99,1,2,1,1,2,1,1,1,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,002,01,09,2013,05,002,98,98,9998,2,4,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,NA,2,2,1,1,2,2,1,2,2,NA,NA,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0322.1,3.4956140350877192,0.33091436865021773
35314,1883.3919,31,Yucatán,53,CERESO MERIDA,01,2,2,31,01,0,0,0,0,0,0,1,1,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,GERENTE ADMINISTRATIVA,1211,01,1,NA,NA,1,1,2,2,2,1,1,2,2,5,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,21,05,2019,31,050,98,98,2010,6,5,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2390.2,1.0434782608695654,0.95833333333333337
35332,1884.3722,31,Yucatán,NA,NA,01,1,2,31,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,1,03,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,04,04,2,2,NA,NA,NA,SERVICIOS DE BANQUETES,9999,99,NA,NA,99,1,1,1,2,1,1,1,1,1,3,1,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,096,28,05,2012,31,096,98,98,2011,6,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1615.1,2.2857142857142856,0.64615384615384619
35338,1884.6656,10,Durango,18,CERESO DURANGO,01,1,2,05,01,0,1,0,0,1,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AYUDANTE DE MECANICO,9231,09,1,NA,NA,1,1,2,1,2,1,1,1,1,3,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,02,09,2020,05,035,02,09,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0611.1,3.2026315789473681,0.3211267605633803
35343,1885.1372,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHATARRERO,9661,09,1,NA,NA,1,2,1,1,2,1,3,2,1,2,4,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,98,98,2019,27,004,98,98,9998,8,5,2,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,2,2,2,NA,1,1,2,1,1,2,1,2,2,NA,NA,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
35349,1885.5298,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,1,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AYUDANTE DE ELECTRICISTA,9232,09,1,NA,NA,1,2,1,1,2,1,3,1,1,3,2,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,03,01,2019,27,004,03,01,2019,1,1,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
35355,1885.8002,05,Coahuila de Zaragoza,08,"CENTRO PENITENCIARIO FEDERAL 18 ""CPS COAHUILA""",01,1,1,12,01,0,1,0,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TAXISTA,8342,08,1,NA,NA,1,2,1,1,2,1,2,2,1,6,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,035,01,05,2015,23,005,01,05,2015,1,9,9,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,NA,9,9,9,9,9,9,9,9,9,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1897.1,3.1213675213675218,0.3306953080836631
35360,1885.9640,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,1,0,1,0,0,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADO DE TIENDA DE ROPA,4211,04,1,NA,NA,2,1,2,1,2,1,1,2,2,1,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,10,09,2012,05,035,10,09,2012,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2226.1,4.8888888888888893,0.1924198250728863
35361,1885.9948,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPRESARIO,1999,01,1,NA,NA,1,2,1,2,1,1,1,1,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,28,03,2019,27,004,17,12,2018,5,5,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
