Column,ID_PER,CVE_ENT,NOM_ENT,CEN_INT,NOM_INT,COD_RES,SEXO,FUERO,P2_1,P2_2,P2_3_01,P2_3_02,P2_3_03,P2_3_04,P2_3_05,P2_3_06,P2_3_07,P2_3_08,P2_3_09,P2_3_10,P2_3_98,P2_3_99,P2_4,P2_5,P2_6,P2_7_1,P2_8A_1,P2_8M_1,P2_9_1,P2_7_2,P2_8A_2,P2_8M_2,P2_9_2,P2_7_3,P2_8A_3,P2_8M_3,P2_9_3,P2_7_4,P2_8A_4,P2_8M_4,P2_9_4,P2_7_5,P2_8A_5,P2_8M_5,P2_9_5,P2_7_6,P2_8A_6,P2_8M_6,P2_9_6,P2_7_7,P2_8A_7,P2_8M_7,P2_9_7,P2_7_8,P2_8A_8,P2_8M_8,P2_9_8,P2_7_9,P2_8A_9,P2_8M_9,P2_9_9,P2_7_10,P2_8A_10,P2_8M_10,P2_9_10,P2_10_E,R2_10_CVE,R2_10_X,P2_11,P2_12,P2_13,P2_14_1,P2_14_2,P2_14_3,P2_14_4,P2_14_5,P2_14_6,P2_14_7,P2_14_8,P2_14_9,P2_15,P3_1,P3_2,P3_2A_01,P3_2A_02,P3_2A_03,P3_2A_04,P3_2A_05,P3_2A_06,P3_2A_07,P3_2A_08,P3_2A_98,P3_2A_99,P3_3,P3_4,P3_5_D,P3_5_M,P3_5_A,P3_6,P3_7,P3_8_D,P3_8_M,P3_8_A,P3_9,P3_10,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_13_01,P3_13_02,P3_13_03,P3_13_04,P3_13_05,P3_13_06,P3_13_07,P3_13_08,P3_13_09,P3_13_10,P3_13_11,P3_13_12,P3_14_1,P3_14_2,P3_14_3,P3_14_4,P3_14_5,P3_14_6,P3_15_1,P3_15_2,P3_15_3,P3_15_4,P3_15_5,P3_15_6,P3_15_7,P3_15_8,P3_15_9,P3_16,P3_17_01,P3_17_02,P3_17_03,P3_17_04,P3_17_05,P3_17_06,P3_17_07,P3_17_08,P3_17_09,P3_17_10,P3_17_11,P3_18_01,P3_18_02,P3_18_03,P3_18_04,P3_18_05,P3_18_06,P3_18_07,P3_18_08,P3_18_09,P3_18_10,P3_18_11,P3_18_12,P3_18_13,P3_18_14,P3_18_15,P3_19,P3_20,P3_21_1,P3_21_2,P3_22_1,P3_22_2,P3_22_3,P3_22_4,P3_22_5,P3_22_8,P3_22_9,P3_23,P3_24,P3_25,P3_26,EST_DIS,FAC_PER,FPC
34940,1865.2167,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,0,1,0,0,0,0,1,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TRICICLERO,9321,09,1,NA,NA,2,1,2,1,2,2,3,2,2,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,011,08,03,2017,04,011,14,06,2015,6,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2352.1,1.7405940594059406,0.5751708428246014
34942,1865.3347,23,Quintana Roo,NA,NA,01,1,2,23,03,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,06,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NO TRABAJABA,1008,97,NA,05,08,1,2,1,1,1,1,1,1,1,1,1,08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,17,06,2010,23,005,98,03,2010,5,5,2,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0191.1,2.7964824120603016,0.3537777777777778
34945,1865.4326,27,Tabasco,50,CERESO VILLAHERMOSA,01,2,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NO TRABAJABA,1008,97,NA,07,01,1,2,1,1,2,1,1,1,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,13,10,2017,27,004,13,08,2017,3,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2795.2,1.0176991150442478,1
34946,1865.4596,23,Quintana Roo,NA,NA,01,1,2,23,01,0,0,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBAÑIL,7121,07,1,NA,NA,1,1,1,1,1,1,1,1,1,4,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,11,06,2019,23,005,24,12,2018,5,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0381.1,3.4632352941176476,0.33090024330900242
34958,1866.1424,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,2,1,2,2,1,1,2,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,98,01,2020,31,050,98,01,2020,1,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,2,2,NA,2,1,2,1,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,01,09,1,1,1,0,0,0,0,0,0,2,NA,1,3,2884.1,2.3467230443974629,0.34077809798270892
34961,1866.2398,23,Quintana Roo,NA,NA,01,1,2,23,01,0,0,1,1,0,0,0,0,0,0,0,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06,1,2,1,1,1,1,1,1,1,4,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,004,26,10,2018,23,004,26,10,2018,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0191.1,2.7964824120603016,0.3537777777777778
34962,1866.2873,23,Quintana Roo,NA,NA,01,1,2,23,03,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,OPC,9999,99,NA,NA,99,1,2,1,1,1,1,3,1,1,8,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,98,11,2015,23,005,01,11,2015,8,2,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,1,1,1,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0381.1,3.4632352941176476,0.33090024330900242
34964,1866.3522,30,Veracruz de Ignacio de la Llave,52,CEFERESO 5 ORIENTE,01,1,1,05,01,0,1,0,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,13,00,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ELEMENTO ACTIVO DEL EJERCITO,5413,05,1,NA,NA,1,1,1,1,1,1,1,2,1,6,4,07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,13,03,2011,05,030,99,99,9999,6,3,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,01,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0394.1,2.1908646003262642,0.58104265402843602
34969,1866.6083,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHOFER DE TRANSPORTE PUBLICO,8342,08,1,NA,NA,1,2,1,1,1,1,1,1,1,5,1,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,15,06,2017,27,004,08,05,2017,4,5,3,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,NA,NA,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,98,06,1,1,1,1,1,0,0,0,0,2,NA,1,5,0573.1,2.9999999999999996,0.38732394366197181
34974,1866.7173,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,1,0,0,0,0,0,0,0,0,0,0,0,1,08,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MECANICO AUTOMOTRIZ,2632,02,2,NA,03,1,2,1,2,2,1,1,1,1,1,4,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,004,04,03,2015,04,010,04,03,2015,1,5,1,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,1,1,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,01,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2352.1,1.7405940594059406,0.5751708428246014
34981,1867.0416,05,Coahuila de Zaragoza,NA,NA,01,1,2,19,03,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TRAILERO,8341,08,1,NA,NA,1,1,1,1,1,1,1,2,1,5,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,039,25,07,2018,05,018,26,11,2016,6,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,2,NA,2,1,2,1,2,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,06,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0615.1,5.3296703296703294,0.37092391304347827
34985,1867.3943,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMPRA Y VENTA DE GANADO,4111,04,1,NA,NA,1,2,1,1,2,1,1,1,1,5,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,009,12,05,2010,04,009,15,03,2010,5,3,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,01,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2352.1,1.7405940594059406,0.5751708428246014
34993,1867.7393,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,0,1,0,0,0,0,1,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE,4111,04,1,NA,NA,1,2,1,2,1,1,1,2,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,008,04,08,2015,27,008,98,09,2014,6,5,1,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,04,08,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0573.1,2.9999999999999996,0.38732394366197181
34997,1867.9451,23,Quintana Roo,NA,NA,01,2,2,98,01,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AUXILIAR DE VETERINARIA  Y MESERA,2614,02,1,NA,NA,1,2,1,1,1,1,3,1,1,4,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,08,10,2015,23,005,08,10,2015,1,9,9,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,NA,9,9,9,9,9,9,9,9,9,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1186.2,1.0384615384615383,0.96296296296296291
34998,1868.0442,04,Campeche,07,CERESO KOBEN,01,1,2,31,01,0,1,0,0,0,0,1,1,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,05,00,1,2,NA,NA,NA,GUARDIA DE SEGURIDAD PRIVADO,5313,05,1,NA,NA,1,2,1,1,2,1,1,1,2,3,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,10,02,2021,04,002,98,98,9998,8,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,2,NA,1,2,1,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2352.1,1.7405940594059406,0.5751708428246014
35016,1868.8217,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE,4111,04,1,NA,NA,1,2,1,1,2,2,2,2,1,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,22,11,2013,05,030,22,11,2013,2,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,04,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0615.1,5.3296703296703294,0.37092391304347827
35043,1869.9817,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,07,1,1,05,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,03,00,1,2,NA,NA,NA,GUARDIA DE SEGURIDAD PRIVADA,5313,05,1,NA,NA,1,1,1,1,1,2,2,2,2,1,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,25,10,2014,05,025,25,10,2014,1,2,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,NA,8,8,8,8,8,8,8,8,8,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,98,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0322.1,3.4956140350877192,0.33091436865021773
35049,1870.1790,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHOFER DE TAXIS,8342,08,1,NA,NA,1,1,1,1,1,1,1,2,2,2,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,002,26,07,2020,27,002,26,04,2020,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0516.1,3.7810218978102195,0.29912663755458513
35057,1870.7499,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,HERRERO,7221,07,1,NA,NA,1,2,1,1,2,1,3,2,2,2,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,005,01,09,2017,27,005,98,08,2017,2,3,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,1,2,2,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,04,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0176.1,3.8571428571428568,0.28823529411764703
35059,1870.8210,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,1,1,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,JORNALERO EN INVERNADERO,9111,09,1,NA,NA,1,2,1,1,1,1,1,1,1,3,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,017,01,05,2019,05,017,01,05,2018,1,2,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2226.1,4.8888888888888893,0.1924198250728863
35068,1871.4412,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL YESERO,7121,07,1,NA,NA,1,2,2,1,2,1,2,2,2,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,06,07,2020,05,035,05,05,2019,6,3,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,06,99,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2226.1,4.8888888888888893,0.1924198250728863
35073,1871.6966,27,Tabasco,50,CERESO VILLAHERMOSA,01,2,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,VENTA DE ROPA,4999,04,1,NA,NA,1,2,1,2,1,1,1,1,2,2,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,06,03,2020,27,004,05,03,2020,2,5,1,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2795.2,1.0176991150442478,1
35080,1871.8607,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,30,01,0,1,0,0,0,0,1,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,00,07,2,2,NA,NA,NA,2,NA,NA,NA,GANADERO O AGRICULTOR,6131,06,1,NA,NA,1,2,1,1,1,1,2,1,1,6,1,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,14,02,2007,27,002,98,98,2006,6,3,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,01,03,1,1,1,0,0,1,0,0,0,2,NA,1,5,0573.1,2.9999999999999996,0.38732394366197181
35081,1871.8685,31,Yucatán,53,CERESO MERIDA,01,1,2,15,01,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,03,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ATENDIENDO UN NEGOCIO DE FRUTAS Y VERDURAS,4211,04,1,NA,NA,1,2,1,1,2,2,1,2,1,2,2,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,999,16,09,2018,31,050,16,09,2018,1,2,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,03,08,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2884.1,2.3467230443974629,0.34077809798270892
35088,1872.4434,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,0,0,0,0,1,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ESTABLO EN TRACTOR JORNALERO,9111,09,1,NA,NA,1,2,1,2,1,1,3,1,1,4,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,23,02,2020,05,035,03,10,2019,5,3,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2226.1,4.8888888888888893,0.1924198250728863
35107,1873.2192,04,Campeche,NA,NA,01,1,2,04,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MANTENIMIENTO,2639,02,1,NA,NA,1,2,2,1,2,1,2,2,2,1,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,003,17,01,2017,04,003,02,12,2014,6,5,2,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,07,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1732.1,1.7272727272727271,0.57894736842105265
